date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:07:18	87688/87688	---M--	200	added ('OK')	font/woff	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.woff	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.woff	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:19	129620/129620	---M--	200	added ('OK')	font/ttf	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.ttf	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.ttf	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:21	448083/448083	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.svg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-brands-400.svg	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:21	400840/400840	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.eot	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:23	156896/156896	---M--	200	added ('OK')	font/woff2	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.woff2	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.woff2	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:23	400840/400840	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.eot?	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300d41d.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:25	207100/207100	---M--	200	added ('OK')	font/woff	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.woff	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.woff	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:25	400560/400560	---M--	200	added ('OK')	font/ttf	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.ttf	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.ttf	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:27	369628/369628	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.eot	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:27	1385005/1385005	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.svg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-light-300.svg	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:29	145152/145152	---M--	200	added ('OK')	font/woff2	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.woff2	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.woff2	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:29	369628/369628	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.eot?	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400d41d.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:30	191300/191300	---M--	200	added ('OK')	font/woff	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.woff	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.woff	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:31	369336/369336	---M--	200	added ('OK')	font/ttf	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.ttf	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.ttf	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:32	1263646/1263646	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.svg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-regular-400.svg	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:33	313900/313900	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.eot	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:34	313900/313900	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.eot?	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900d41d.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:35	117452/117452	---M--	200	added ('OK')	font/woff2	date:Wed,%2019%20May%202021%2004:28:08%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.woff2	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.woff2	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:36	155948/155948	---M--	200	added ('OK')	font/woff	date:Wed,%2019%20May%202021%2004:28:08%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.woff	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.woff	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:37	313620/313620	---M--	200	added ('OK')	font/ttf	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.ttf	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.ttf	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:38	60186/60186	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.eot	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/flaticon.css)
12:07:39	60186/60186	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.eot?	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticond41d.eot	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/flaticon.css)
12:07:40	2744/2744	---M--	200	added ('OK')	font/woff2	date:Sat,%2004%20Jul%202020%2018:38:20%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.woff2	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.woff2	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/flaticon.css)
12:07:41	34720/34720	---M--	200	added ('OK')	font/woff	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.woff	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.woff	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/flaticon.css)
12:07:42	1037030/1037030	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.svg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/fontawesome/fa-solid-900.svg	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/all.min.css)
12:07:42	60008/60008	---M--	200	added ('OK')	font/ttf	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.ttf	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.ttf	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/flaticon.css)
12:07:44	302624/302624	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2019%20May%202021%2004:28:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.svg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/fonts/flaticon/Flaticon.svg	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/flaticon.css)
12:07:46	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:44%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/css/owl.video.play.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/css/owl.video.play.65.delayed	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/owl-carousel.min.css)
12:07:46	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:46%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/images/sort_both.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/images/sort_both.png	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/datatables-1.10.23.min.css)
12:07:47	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:47%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/images/sort_asc.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/images/sort_asc.png	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/datatables-1.10.23.min.css)
12:07:48	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:48%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/images/sort_desc.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/images/sort_desc.png	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/datatables-1.10.23.min.css)
12:07:49	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:49%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/images/sort_asc_disabled.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/images/sort_asc_disabled.png	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/datatables-1.10.23.min.css)
12:07:50	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:50%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/images/sort_desc_disabled.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/images/sort_desc_disabled.png	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/datatables-1.10.23.min.css)
12:07:51	1186/1186	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Jun%202021%2009:28:30%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/rating-star.png	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/rating-star.png	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/main.css)
12:07:52	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:52%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/images/download-bg.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/images/download-bg.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/assets/css/main.css)
12:07:54	22241/22241	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:54%20GMT	https://codecanyon.kreativdev.com/coursela/demo/user/forget-password	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/user/forget-password.html	(from https://codecanyon.kreativdev.com/coursela/demo/user/login)
12:07:55	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:55%20GMT	https://codecanyon.kreativdev.com/coursela/demo/user/codecanyon.kreativdev.com/coursela/terms-&-conditions	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/user/codecanyon.kreativdev.com/coursela/terms-&-conditions	(from https://codecanyon.kreativdev.com/coursela/demo/user/login)
12:07:55	222575/222575	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Oct%202021%2005:12:26%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/1634188347.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/1634188347.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/user/login)
12:07:56	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:56%20GMT	https://codecanyon.kreativdev.com/coursela/demo/user/codecanyon.kreativdev.com/coursela/contact	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/user/codecanyon.kreativdev.com/coursela/contact	(from https://codecanyon.kreativdev.com/coursela/demo/user/login)
12:07:57	59454/59454	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:57%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/laravel-full-course-with-real-world-project---model-view-controller	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/laravel-full-course-with-real-world-project---model-view-controller.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:07:58	53618/53618	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:58%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/how-to-become-super-productive-&-own-super-focus	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/how-to-become-super-productive-&-own-super-focus.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:07:59	57300/57300	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:07:59%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/business-branding---website-facebook-google-instagram	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/business-branding---website-facebook-google-instagram.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:00	57327/57327	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:00%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/social-media-marketting---facebook-website-instagram-google	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/social-media-marketting---facebook-website-instagram-google.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:01	50480/50480	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:01%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/online-marketing-for-your-local-business-made-simple	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/online-marketing-for-your-local-business-made-simple.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:02	57205/57205	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:02%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/full-uiux-design---adobe-photoshop-figma-xd	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/full-uiux-design---adobe-photoshop-figma-xd.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:03	57207/57207	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:03%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/responsive-website-design-with-media-query-css	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/responsive-website-design-with-media-query-css.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:04	33166/33166	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:04%20GMT	https://codecanyon.kreativdev.com/coursela/demo/courses?page=2	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/courses4658.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:05	30268/30268	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:05%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog/vestibulum-commodo-felis-quis-tortor.	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog/vestibulum-commodo-felis-quis-tortor.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:06	30265/30265	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog/vivamus-vestibulum-ntulla-nec-ante.	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog/vivamus-vestibulum-ntulla-nec-ante.html	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:07	2745/2745	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20May%202022%2009:20:27%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/course.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/course.js	(from https://codecanyon.kreativdev.com/coursela/demo/courses)
12:08:08	2682/2682	---M--	200	added ('OK')	text/css	date:Mon,%2018%20Oct%202021%2010:42:04%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/css/summernote-content.css	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/css/summernote-content.css	(from https://codecanyon.kreativdev.com/coursela/demo/instructors)
12:08:09	27652/27652	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:09%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog?category=web-development	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog1ff4.html	(from https://codecanyon.kreativdev.com/coursela/demo/blog)
12:08:10	27638/27638	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:10%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog?category=web-design	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog6def.html	(from https://codecanyon.kreativdev.com/coursela/demo/blog)
12:08:11	26359/26359	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:11%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog?category=personal-development	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog66e0.html	(from https://codecanyon.kreativdev.com/coursela/demo/blog)
12:08:12	29453/29453	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:12%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog/nam-dui-mi-tincidunt-quis-accumsan-porttitor-facilisis-luctus-metus	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog/nam-dui-mi-tincidunt-quis-accumsan-porttitor-facilisis-luctus-metus.html	(from https://codecanyon.kreativdev.com/coursela/demo/blog)
12:08:13	26363/26363	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:13%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog?category=others	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog46a9.html	(from https://codecanyon.kreativdev.com/coursela/demo/blog)
12:08:14	575/575	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20May%202022%2009:19:38%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/blog.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/blog.js	(from https://codecanyon.kreativdev.com/coursela/demo/blog)
12:08:16	233096/233096	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2008:56:32%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/6280c0410f929.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/6280c0410f929.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/course/php-web-development-course-with-real-world-project)
12:08:16	22919/22919	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:16%20GMT	https://codecanyon.kreativdev.com/coursela/demo/user/login?redirectPath=course_details	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/user/login6397.html	(from https://codecanyon.kreativdev.com/coursela/demo/course/php-web-development-course-with-real-world-project)
12:08:17	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:17%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/codecanyon.kreativdev.com/coursela/terms-&-conditions	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/codecanyon.kreativdev.com/coursela/terms-&-conditions	(from https://codecanyon.kreativdev.com/coursela/demo/course/php-web-development-course-with-real-world-project)
12:08:18	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:18%20GMT	https://codecanyon.kreativdev.com/coursela/demo/course/codecanyon.kreativdev.com/coursela/contact	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/course/codecanyon.kreativdev.com/coursela/contact	(from https://codecanyon.kreativdev.com/coursela/demo/course/php-web-development-course-with-real-world-project)
12:08:20	63788/63788	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20May%202022%2010:05:06%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/stripe.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/stripe.js	(from https://codecanyon.kreativdev.com/coursela/demo/course/php-web-development-course-with-real-world-project)
12:08:20	3940/3940	---M--	200	added ('OK')	application/javascript	date:Wed,%2018%20May%202022%2009:20:17%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/js/course-details.js	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/js/course-details.js	(from https://codecanyon.kreativdev.com/coursela/demo/course/php-web-development-course-with-real-world-project)
12:08:22	233096/233096	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2014:10:59%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/627fb87425051.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/627fb87425051.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/course/build-landing-page-website-with-html-css-javascript)
12:08:24	233096/233096	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2014:05:01%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/627fb70d5b40d.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/627fb70d5b40d.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/course/mobile-app-development-with-react-native-hybrid-mobile-app)
12:08:24	233096/233096	---M--	200	added ('OK')	image/jpeg	date:Sat,%2014%20May%202022%2012:35:29%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/627fa21221be2.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/627fa21221be2.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/course/full-stack-web-development-course---html-css-js-php)
12:08:24	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:24%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog/codecanyon.kreativdev.com/coursela/terms-&-conditions	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog/codecanyon.kreativdev.com/coursela/terms-&-conditions.8c.delayed	(from https://codecanyon.kreativdev.com/coursela/demo/blog/morbi-in-sem-quis-dui-placerat-ornare.-pellentesque-odio-nisi)
12:08:25	0/0	---M--	200	added ('OK')	text/html	date:Wed,%2022%20Feb%202023%2009:08:25%20GMT	https://codecanyon.kreativdev.com/coursela/demo/blog/codecanyon.kreativdev.com/coursela/contact	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/blog/codecanyon.kreativdev.com/coursela/contact	(from https://codecanyon.kreativdev.com/coursela/demo/blog/morbi-in-sem-quis-dui-placerat-ornare.-pellentesque-odio-nisi)
12:08:27	233096/233096	---M--	200	added ('OK')	image/jpeg	date:Sun,%2015%20May%202022%2011:50:37%20GMT	https://codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/6280e90e409c5.jpg	/Users/sajjadasaad/websites/coursela/codecanyon.kreativdev.com/coursela/demo/assets/img/courses/covers/6280e90e409c5.jpg	(from https://codecanyon.kreativdev.com/coursela/demo/course/laravel-full-course-with-real-world-project---model-view-controller)
